Title,Year,Rating,Votes,Synopsis,Runtime
Qalb,2024,6.7,2200.0,Two young hearts falling in love. The ride takes you through the 7 stages of love.,2h 27m
Cabrini,2024,7.3,8200.0,"After witnessing disease and poverty in the slums of New York, Italian immigrant Francesca Cabrini embarks on a daring journey to persuade the hostile mayor to provide housing and healthcare for hundreds of orphaned children.",2h 22m
Mura,2024,7.5,6000.0,"Four friends from a humble background plan a heist, but past secrets and hidden motives emerge, testing their loyalties. As ambition collides with friendship, they face tough choices in their quest for revenge.",2h 9m
Crossing,2024,7.4,4300.0,"Lia, a retired teacher, has promised to find her long-lost niece, Tekla. Her search takes her to Istanbul where she meets Evrim, a lawyer fighting for trans rights, and Tekla starts to feel closer than ever.",1h 46m
Between the Temples,2024,6.3,2600.0,A cantor in a crisis of faith finds his world turned upside down when his grade school music teacher re-enters his life as his new adult Bat Mitzvah student.,1h 51m
Golam,2024,7.2,5200.0,A mysterious death during work hours in an office puzzles all but only Investigator ASP Sandeep Krishna observes it as a murder.,2h
Babes,2024,6.3,5800.0,"Lifelong friends Eden and Dawn, one single and wanting a baby, the other already a mother, navigate challenges to their bond when Eden pursues pregnancy alone after a one-night stand.",1h 44m
Die Alone,2024,5.7,2200.0,Tells the story of a young man who has amnesia. He bands together with a rugged survivalist in a zombie-like outbreak to find his girlfriend.,1h 31m
Munjya,2024,6.3,25000.0,"A young man's visit to his native village unveils a family secret and a vengeful spirit, the Munjya, who wants to get married. Now the young man must fight to protect himself and his love from Munjya's clutches.",2h 3m
Sector 36,2024,7.1,25000.0,"A fictional story Inspired by true events, several children go missing from a basti (slum) in Sector 36. A determined police officer must now face off with a cunning serial killer as a chilling investigation and dark secrets unfold.",2h 3m
Sentinel,2024,2.6,729.0,"Years after an alien invasion, three heroes decide to time travel to save the survivors but they don't know that the Sentinel is waiting for them.",1h 30m
"My Wife, My Abuser: The Secret Footage",2024,7.1,740.0,"Exposes the disturbing story of Richard Spencer's harrowing experience as he endured two decades of abuse at the hands of his wife, Sheree Spencer.",55m
Bramayugam,2024,7.8,13000.0,"Thevan, a folk singer of the Paanan caste, has a fateful encounter when escaping slavery, leading to him discovering an ancient traditional mansion altering his destiny.",2h 19m
Darkness of Man,2024,4.8,3000.0,"Interpol operative Russell Hatch witnesses the death of an informant when a seemingly routine raid goes wrong. Years later, he finds himself protecting the informant's son from a group of merciless gangs involved in an all-out turf war.",1h 49m
Good One,2024,6.7,2200.0,"During a weekend backpacking trip in the Catskills, 17-year-old Sam navigates the clash of egos between her father and his oldest friend.",1h 29m
Strictly Confidential,2024,2.8,791.0,"A haunted young woman finds herself drawn into a world of seduction, duplicity and betrayal as she desperately tries to uncover the mystery surrounding her best friend's suicide.",1h 34m
Red Right Hand,2024,5.4,5500.0,"Cash is trying to live an honest and quiet life, but when Big Cat forces him back into her services, he proves capable of anything to protect the town and the only family he has left.",1h 51m
Blackwater Lane,2024,4.5,1600.0,Late one night a woman drives by a stranded motorist who is later revealed to have been murdered. After a series of terrifying events the woman believes she is the killer's next victim.,1h 48m
Colors of Evil: Red,2024,6.4,8100.0,"When a girl's body is found on a beach in Poland's Tricity, a prosecutor teams up with the victim's mother on an impassioned quest for the truth.",1h 51m
El 47,2024,7.3,2200.0,"Inspired on the true story of Manolo Vital, a bus driver who helped create the modern Barcelona during the 1970s city's boom.",1h 50m
Skincare,2024,5.7,4000.0,"Famed aesthetician Hope Goldman's skincare business faces sabotage when rival Angel Vergara opens a boutique across the street. Aided by friend Jordan, Hope seeks to uncover who's trying to ruin her reputation.",1h 36m
Nutcrackers,2024,5.5,9000.0,"In the most unlikely of places, four siblings find a loving shelter in an unexpected turn of circumstances. This endearing comedy-drama draws inspiration from actual events and deftly crafts a gripping story that unites everyone.",1h 44m
The Mouse Trap,2024,2.5,2800.0,"It's Alex's 21st Birthday, but she's stuck at the amusement arcade on a late shift so her friends decide to surprise her, but a masked killer dressed as Mickey Mouse decides to play a game of his own with them which she must survive.",1h 20m
Agent Recon,2024,2.3,620.0,"Alastair, the captain of a covert Earth security force, calls in super-powered rookie Jim to join a mission led by Colonel Green and his skilled Marines to track down a mysterious energy disturbance at a base in New Mexico.",1h 25m
Sommartider,2024,6.8,1400.0,"The inspirational, feel-good story behind the legendary Swedish pop sensation Gyllene Tider.",1h 41m
Kingdom 4: Return of the Great General,2024,7.1,1100.0,"While Qin continues to fight for the unification of the region, its neighboring country invades Qin from the north.",2h 25m
Beautiful Wedding,2024,4.1,3900.0,"After a crazy night in Las Vegas, Abby and Travis discover that they're married, and they head to Mexico for a honeymoon with friends and family.",1h 40m
A Legend,2024,4.7,798.0,An archeologist noticed that the texture of the relics discovered during the excavation of a glacier closely resembled a jade pendant seen in one of his dreams. He and his team then embark on an expedition into the depths of the glacier.,2h 9m
The Red Virgin,2024,6.8,2600.0,"Hildegart Rodríguez, a precocious and prolific writer in Spain's 1930s, raised by her mother to become a model of future women.",1h 54m
Midas Man,2024,6.4,1300.0,"On Thursday 9 November 1961, a man named Brian descended the stairs to a cellar in Liverpool and changed the world forever.",1h 52m
Gunner,2024,3.2,2200.0,"Lee Gunner tries to save his sons, Luke and Travis, from a dangerous drug gang.",1h 46m
Maharaj,2024,6.5,14000.0,"Based on a real-life historic court case, a bold journalist questions a revered leader's immoral behavior.",2h 11m
Jigra,2024,6.1,23000.0,"When Ankur is wrongfully imprisoned and sentenced to death in a foreign country, his steely sister Satya is driven by a lethal resolve to break him free.",2h 33m
Classified,2024,3.7,1900.0,A career CIA hitman who's been solely using the classified section of various newspapers to receive his orders suddenly discovers that his division's actually been shut down for years.,1h 45m
A Brother and 7 Siblings,2024,8.5,824.0,"After the untimely death of his older siblings, a struggling young architect suddenly becomes a ""single-parent"" for his nephews. When opportunity for a better life arises, he must choose between his love life, career, or his nephews.",2h 9m
Porcelain War,2024,7.4,623.0,"Under roaring fighter jets, Ukrainian artists Slava, Anya, and Andrey choose to stay behind. Defiantly finding beauty amid destruction, they show that although it's easy to make people afraid, it's hard to destroy their passion for living.",1h 27m
Breathe,2024,4.2,6800.0,"An East Flatbush mother and daughter, barely surviving in an oxygen-less world, must band together to protect each other when intruders arrive claiming to know their missing father.",1h 33m
Santosh,2024,7.0,1200.0,"Newly widowed Santosh inherits her husband's job as a police constable in the rural badlands of Northern India. When a girl's body is found, she's pulled into the investigation under the wing of charismatic feminist inspector Sharma.",2h
Bad Genius,2024,6.1,1700.0,A group of seniors of an entrepreneurial high school team up to take down a rigged college admissions system.,1h 36m
The Menendez Brothers,2024,7.0,8500.0,"In 1996, the Menendez brothers faced trial for killing their parents, a case that captivated America. Years later, they share their side through interviews with those involved, offering a fresh take on the events.",1h 59m
Mother of the Bride,2024,4.8,16000.0,Lana's daughter Emma returns from London and announces that she's getting married next month. Things become more complicated when Lana learns that the man who stole Emma's heart is the son of the man who broke hers years ago.,1h 28m
Sasquatch Sunset,2024,5.4,5200.0,A year in the life of a unique family. It captures the daily life of the Sasquatch with a level of detail and rigor that is simply unforgettable.,1h 28m
Singham Again,2024,4.9,74000.0,"A new chase is coming - with reference to the epic Ramayana, Singham and his team face an ambiguous villain in order to save his wife.",2h 24m
My Penguin Friend,2024,6.7,4300.0,"Inspired by a true story; an enchanting adventure about a lost penguin rescued from an oil spill, who transforms the life of a heartbroken fisherman. They soon become unlikely friends, so bonded that even the vast ocean cannot divide them.",1h 37m
Super/Man: The Christopher Reeve Story,2024,8.0,8000.0,"Reeve's rise to becoming a film star follows with a near-fatal horse-riding accident in 1995 that left him paralyzed from the neck down. After the accident, he became an activist for spinal cord injury treatments and disability rights.",1h 44m
The Tearsmith,2024,5.2,11000.0,Sometimes our greatest fear is accepting that someone can honestly love us for who we are. Nica and Rigel are ready to find it out together.,1h 43m
